,CustomerID,Apr-2011,Aug-2010,Aug-2011,Dec-2010,Dec-2011,Feb-2010,Feb-2011,Jan-2010,Jan-2011,Jul-2010,Jul-2011,Jun-2010,Jun-2011,Mar-2010,Mar-2011,May-2010,May-2011,Nov-2011,Oct-2010,Oct-2011,Sep-2010,Sep-2011,CLV
0,12346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77183.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154367.2
1,12747.0,675.38,0.0,301.70000000000005,347.71,0.0,0.0,0.0,0.0,613.8199999999999,0.0,438.5,0.0,376.3,0.0,0.0,358.55999999999995,771.31,312.73,0.0,0.0,0.0,0.0,7041.26
2,12748.0,1351.54,367.52,1926.85,809.8,538.3000000000001,4.25,673.06,4.95,666.94,306.84000000000003,1374.17,215.19,2582.56,0.0,1148.78,966.4,1407.43,11339.11,1416.98,2369.79,136.20000000000002,4113.07,64736.380000000005
3,12749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1896.13,0.0,0.0,0.0,763.0600000000001,0.0,0.0,0.0,0.0,572.59,0.0,859.1,0.0,0.0,8181.76
4,12820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.46,0.0,0.0,0.0,210.35000000000002,0.0,0.0,0.0,0.0,0.0,0.0,343.76,0.0,217.77,1884.68
5,12821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.72,185.44
6,12822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,948.88,1897.76
7,12823.0,229.5,0.0,0.0,0.0,0.0,0.0,535.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.0,0.0,0.0,0.0,0.0,0.0,0.0,535.5,3060.0
8,12824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.12,0.0,0.0,0.0,0.0,794.24
9,12826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.1,0.0,142.6,0.0,121.52,0.0,0.0,0.0,0.0,0.0,0.0,279.5,155.0,234.0,2949.44
10,12827.0,111.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.75,0.0,0.0,637.4
11,12828.0,0.0,0.0,111.2,0.0,0.0,0.0,273.78000000000003,0.0,304.31,0.0,83.62,0.0,0.0,0.0,0.0,0.0,245.8,0.0,0.0,0.0,0.0,0.0,2037.42
12,12829.0,0.0,0.0,0.0,85.75,0.0,0.0,0.0,0.0,0.0,0.0,207.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.0
13,12830.0,0.0,0.0,0.0,0.0,0.0,0.0,400.32000000000005,0.0,0.0,0.0,2334.24,0.0,2869.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1210.3200000000002,13629.279999999999
14,12831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.1
15,12832.0,0.0,0.0,0.0,0.0,0.0,0.0,267.8,0.0,0.0,0.0,115.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.0600000000001
16,12833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,834.76
17,12834.0,0.0,0.0,0.0,0.0,0.0,0.0,312.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.76
18,12836.0,814.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,846.69,0.0,451.13,0.0,0.0,0.0,0.0,0.0,0.0,500.33000000000004,0.0,0.0,0.0,0.0,3596.3
19,12837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.2
20,12838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.79,0.0,0.0,0.0,0.0,292.34000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1366.2600000000002
21,12839.0,0.0,0.0,744.02,334.84000000000003,0.0,0.0,351.56,0.0,0.0,402.61,1074.79,0.0,0.0,0.0,0.0,0.0,637.48,1075.18,0.0,387.8,0.0,583.14,11182.840000000002
22,12840.0,854.0699999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.8,0.0,723.9,3745.3999999999996
23,12841.0,162.35,0.0,115.34,0.0,199.73,0.0,282.39,0.0,409.71999999999997,0.0,286.56,0.0,224.11,294.25,558.45,211.74,347.66,509.51,0.0,420.54,0.0,0.0,7720.0
24,12842.0,310.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.26,1616.52
25,12843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.95,0.0,601.85,0.0,9.95,0.0,0.0,319.51,0.0,0.0,3404.5200000000004
26,12844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.08,0.0,0.0,651.9200000000001
27,12845.0,0.0,0.0,0.0,0.0,0.0,0.0,65.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708.1800000000001
28,12847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,871.54,0.0,0.0,0.0,0.0,1743.08
29,12849.0,0.0,0.0,346.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2101.7799999999997
30,12851.0,135.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,12852.0,0.0,0.0,0.0,0.0,0.0,0.0,311.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.1
