Gmt time,Open,High,Low,Close,Volume
31.12.2017 22:00:00.000,1303.088,1303.088,1303.088,1303.088,0
01.01.2018 22:00:00.000,1303.428,1319.119,1302.689,1318.962,111144435.16739999
02.01.2018 22:00:00.000,1318.208,1321.729,1307.688,1313.539,103764455.4378
03.01.2018 22:00:00.000,1313.858,1326.179,1306.108,1322.868,117935024.1422
04.01.2018 22:00:00.000,1323.079,1323.579,1313.852,1319.519,106311379.07510002
05.01.2018 22:00:00.000,1319.519,1319.519,1319.519,1319.519,0
06.01.2018 22:00:00.000,1319.519,1319.519,1319.519,1319.519,0
07.01.2018 22:00:00.000,1320.978,1322.339,1314.988,1320.619,85954795.2412
08.01.2018 22:00:00.000,1320.669,1320.679,1309.041,1313.852,104639369.4877
09.01.2018 22:00:00.000,1312.748,1327.931,1308.369,1317.079,128177089.5721
10.01.2018 22:00:00.000,1317.039,1324.129,1315.889,1323.491,102413846.96969998
11.01.2018 22:00:00.000,1322.889,1339.562,1321.738,1337.868,105519389.74840002
12.01.2018 22:00:00.000,1337.868,1337.868,1337.868,1337.868,0
13.01.2018 22:00:00.000,1337.868,1337.868,1337.868,1337.868,0
14.01.2018 22:00:00.000,1337.529,1344.909,1336.259,1340.382,65244650.392799996
15.01.2018 22:00:00.000,1340.779,1342.502,1332.062,1338.709,109215070.24759999
16.01.2018 22:00:00.000,1338.968,1344.169,1326.389,1326.835,117946320.53379999
17.01.2018 22:00:00.000,1327.519,1333.299,1324.392,1327.158,120081803.7987
18.01.2018 22:00:00.000,1327.289,1338.238,1326.659,1332.039,104627238.98900001
19.01.2018 22:00:00.000,1332.039,1332.039,1332.039,1332.039,0
20.01.2018 22:00:00.000,1332.039,1332.039,1332.039,1332.039,0
21.01.2018 22:00:00.000,1334.679,1335.891,1328.628,1334.219,95265940.3085
22.01.2018 22:00:00.000,1334.309,1341.989,1331.539,1341.729,109532670.0212
23.01.2018 22:00:00.000,1342.028,1362.192,1339.689,1359.422,113272192.95480001
24.01.2018 22:00:00.000,1357.928,1366.238,1342.729,1348.382,121869438.88660002
25.01.2018 22:00:00.000,1347.799,1357.299,1344.812,1349.882,91846340.6562
26.01.2018 22:00:00.000,1349.882,1349.882,1349.882,1349.882,0
27.01.2018 22:00:00.000,1349.882,1349.882,1349.882,1349.882,0
28.01.2018 22:00:00.000,1349.941,1352.589,1337.778,1340.651,74937515.13949999
29.01.2018 22:00:00.000,1341.108,1349.050,1334.619,1338.932,111524175.40570001
30.01.2018 22:00:00.000,1338.938,1347.742,1332.879,1345.312,100158759.23660001
31.01.2018 22:00:00.000,1345.308,1351.179,1337.449,1348.932,94553050.2796
01.02.2018 22:00:00.000,1349.089,1350.259,1327.601,1333.282,99768942.71350001
02.02.2018 22:00:00.000,1333.282,1333.282,1333.282,1333.282,0
03.02.2018 22:00:00.000,1333.282,1333.282,1333.282,1333.282,0
04.02.2018 22:00:00.000,1332.579,1341.769,1329.171,1339.871,108374364.37590002
05.02.2018 22:00:00.000,1340.189,1346.308,1320.378,1324.552,143526589.87030005
06.02.2018 22:00:00.000,1324.389,1332.479,1311.572,1318.821,123330549.9553
07.02.2018 22:00:00.000,1318.208,1322.362,1307.248,1319.042,125657735.4672
08.02.2018 22:00:00.000,1318.599,1322.919,1311.298,1316.462,135469189.7034
09.02.2018 22:00:00.000,1316.462,1316.462,1316.462,1316.462,0
10.02.2018 22:00:00.000,1316.462,1316.462,1316.462,1316.462,0
11.02.2018 22:00:00.000,1315.678,1327.001,1314.439,1323.041,80481509.56630002
12.02.2018 22:00:00.000,1322.772,1331.212,1321.792,1329.881,94914029.83679998
13.02.2018 22:00:00.000,1329.739,1355.682,1318.101,1350.992,108717800.25989999
14.02.2018 22:00:00.000,1350.258,1357.282,1348.748,1353.842,103063019.5143
15.02.2018 22:00:00.000,1354.149,1361.912,1344.998,1347.562,104749445.43830001
16.02.2018 22:00:00.000,1347.562,1347.562,1347.562,1347.562,0
17.02.2018 22:00:00.000,1347.562,1347.562,1347.562,1347.562,0
18.02.2018 22:00:00.000,1348.118,1351.569,1345.961,1346.968,61075990.406899996
19.02.2018 22:00:00.000,1346.879,1348.399,1328.642,1329.561,98576394.43879999
20.02.2018 22:00:00.000,1329.501,1336.448,1322.598,1325.001,98984470.606
21.02.2018 22:00:00.000,1324.792,1332.612,1321.148,1332.412,111130684.5547
22.02.2018 22:00:00.000,1331.979,1332.402,1325.999,1329.162,77410003.18499999
23.02.2018 22:00:00.000,1329.162,1329.162,1329.162,1329.162,0
24.02.2018 22:00:00.000,1329.162,1329.162,1329.162,1329.162,0
25.02.2018 22:00:00.000,1328.838,1341.212,1326.772,1333.732,87678200.0065
26.02.2018 22:00:00.000,1333.532,1336.938,1313.619,1318.622,110504853.4869
27.02.2018 22:00:00.000,1318.041,1322.701,1315.791,1318.541,100733059.2871
28.02.2018 22:00:00.000,1318.479,1321.289,1302.992,1317.302,126819826.1262
01.03.2018 22:00:00.000,1317.619,1325.612,1315.408,1323.042,105984044.79
02.03.2018 22:00:00.000,1323.042,1323.042,1323.042,1323.042,0
03.03.2018 22:00:00.000,1323.042,1323.042,1323.042,1323.042,0
04.03.2018 22:00:00.000,1324.178,1327.961,1317.631,1320.451,115982095.36060001
05.03.2018 22:00:00.000,1320.428,1338.659,1320.191,1334.972,131241205.93070002
06.03.2018 22:00:00.000,1338.159,1340.779,1322.378,1325.892,127960155.01039998
07.03.2018 22:00:00.000,1325.659,1329.222,1319.199,1322.381,120387399.9118
08.03.2018 22:00:00.000,1322.389,1325.341,1312.951,1323.591,59482800.48350002
09.03.2018 22:00:00.000,1323.591,1323.591,1323.591,1323.591,0
10.03.2018 22:00:00.000,1323.591,1323.591,1323.591,1323.591,0
11.03.2018 21:00:00.000,1323.728,1324.521,1315.262,1323.239,51475844.32380001
12.03.2018 21:00:00.000,1323.332,1328.499,1314.275,1326.579,63047328.769999996
13.03.2018 21:00:00.000,1326.531,1330.229,1321.661,1325.029,43108020.06719999
14.03.2018 21:00:00.000,1325.022,1328.118,1315.109,1316.409,29480003.9382
15.03.2018 21:00:00.000,1316.931,1321.921,1309.828,1314.538,31562833.934700005
16.03.2018 21:00:00.000,1314.538,1314.538,1314.538,1314.538,0
17.03.2018 21:00:00.000,1314.538,1314.538,1314.538,1314.538,0
18.03.2018 21:00:00.000,1313.662,1319.801,1307.932,1317.038,29390983.0749
19.03.2018 21:00:00.000,1317.332,1318.502,1307.378,1311.479,25685147.136699997
20.03.2018 21:00:00.000,1311.231,1336.822,1310.039,1332.459,34624085.649799995
21.03.2018 21:00:00.000,1332.462,1335.089,1324.988,1329.269,36944781.9889
22.03.2018 21:00:00.000,1329.532,1350.402,1329.262,1347.439,40121546.0897
23.03.2018 21:00:00.000,1347.439,1347.439,1347.439,1347.439,0
24.03.2018 21:00:00.000,1347.439,1347.439,1347.439,1347.439,0
25.03.2018 21:00:00.000,1347.528,1356.129,1343.668,1354.382,30306025.832799993
26.03.2018 21:00:00.000,1354.031,1357.000,1340.049,1345.128,34460836.0232
27.03.2018 21:00:00.000,1345.742,1347.189,1323.629,1325.179,42114080.727
28.03.2018 21:00:00.000,1325.072,1328.532,1321.411,1326.265,32508820.235699996
29.03.2018 21:00:00.000,1326.265,1326.265,1326.265,1326.265,0
30.03.2018 21:00:00.000,1326.265,1326.265,1326.265,1326.265,0
31.03.2018 21:00:00.000,1326.265,1326.265,1326.265,1326.265,0
01.04.2018 21:00:00.000,1326.328,1345.052,1325.022,1341.587,36851237.9229
02.04.2018 21:00:00.000,1341.242,1342.699,1329.088,1333.028,38467938.8998
03.04.2018 21:00:00.000,1333.232,1348.418,1331.718,1333.429,40718519.985700004
04.04.2018 21:00:00.000,1333.182,1335.119,1322.931,1327.080,31201559.126400005
05.04.2018 21:00:00.000,1326.742,1335.591,1319.829,1333.659,44449409.8426
06.04.2018 21:00:00.000,1333.659,1333.659,1333.659,1333.659,0
07.04.2018 21:00:00.000,1333.659,1333.659,1333.659,1333.659,0
08.04.2018 21:00:00.000,1334.382,1338.172,1327.032,1336.528,40092318.35610001
09.04.2018 21:00:00.000,1336.852,1342.779,1331.248,1339.978,38621154.9642
10.04.2018 21:00:00.000,1339.672,1365.260,1339.381,1354.301,50475673.0199
11.04.2018 21:00:00.000,1353.442,1353.442,1333.952,1335.478,46494898.08070001
12.04.2018 21:00:00.000,1335.381,1347.302,1333.562,1345.760,37919879.973000005
13.04.2018 21:00:00.000,1345.760,1345.760,1345.760,1345.760,0
14.04.2018 21:00:00.000,1345.760,1345.760,1345.760,1345.760,0
15.04.2018 21:00:00.000,1346.799,1350.692,1340.348,1345.945,37154911.1009
16.04.2018 21:00:00.000,1346.212,1349.572,1337.839,1347.528,32048315.9424
17.04.2018 21:00:00.000,1348.231,1355.891,1342.501,1349.579,30947194.963600002
18.04.2018 21:00:00.000,1350.101,1354.861,1341.133,1346.099,39019750.1183
19.04.2018 21:00:00.000,1346.852,1346.892,1335.139,1335.888,29539620.101499997
20.04.2018 21:00:00.000,1335.888,1335.888,1335.888,1335.888,0
21.04.2018 21:00:00.000,1335.888,1335.888,1335.888,1335.888,0
22.04.2018 21:00:00.000,1334.679,1335.782,1322.288,1324.979,33971574.63459999
23.04.2018 21:00:00.000,1325.021,1332.902,1322.249,1331.561,29494640.9761
24.04.2018 21:00:00.000,1330.259,1332.292,1318.962,1323.398,25119778.871700007
25.04.2018 21:00:00.000,1323.421,1326.732,1315.422,1317.178,27875515.2223
26.04.2018 21:00:00.000,1317.301,1325.412,1315.472,1323.772,23095575.004799996
27.04.2018 21:00:00.000,1323.772,1323.772,1323.772,1323.772,0
28.04.2018 21:00:00.000,1323.772,1323.772,1323.772,1323.772,0
29.04.2018 21:00:00.000,1323.741,1327.271,1310.348,1315.519,25394024.878900003
30.04.2018 21:00:00.000,1315.721,1316.438,1301.889,1304.179,27430281.758399997
01.05.2018 21:00:00.000,1304.411,1313.641,1304.038,1306.152,31107833.832500003
02.05.2018 21:00:00.000,1304.962,1318.302,1304.872,1312.329,24255389.094299998
03.05.2018 21:00:00.000,1312.542,1315.722,1308.081,1315.279,25016288.012099996
04.05.2018 21:00:00.000,1315.279,1315.279,1315.279,1315.279,0
05.05.2018 21:00:00.000,1315.279,1315.279,1315.279,1315.279,0
06.05.2018 21:00:00.000,1315.402,1319.112,1310.388,1314.479,25615157.895
07.05.2018 21:00:00.000,1314.032,1318.042,1306.212,1315.411,32346569.270000003
08.05.2018 21:00:00.000,1315.342,1317.601,1304.451,1313.035,28043418.168999996
